exp_a,exp_b,stimulus,expertise_a,expertise_b,distance,score
77,154,rectangle,low,none,337.0,0.9573863636363636
79,93,rectangle,low,none,244.0,0.9242424242424242
79,12,rectangle,low,none,236.0,0.8939393939393939
77,211,rectangle,low,none,314.0,0.8920454545454546
79,30,rectangle,low,none,241.0,0.9128787878787878
79,204,rectangle,low,none,246.0,0.9318181818181818
78,154,rectangle,low,none,307.0,0.8721590909090909
79,110,rectangle,low,none,229.0,0.8674242424242424
79,5,rectangle,low,none,227.0,0.8598484848484849
78,211,rectangle,low,none,260.0,0.8783783783783784
94,3,rectangle,low,none,130.0,0.9701492537313433
79,163,rectangle,low,none,239.0,0.9053030303030303
79,28,rectangle,low,none,252.0,0.9032258064516129
79,181,rectangle,low,none,232.0,0.8787878787878788
79,38,rectangle,low,none,250.0,0.946969696969697
79,201,rectangle,low,none,235.0,0.8901515151515151
79,96,rectangle,low,none,239.0,0.9053030303030303
94,12,rectangle,low,none,126.0,0.9
94,5,rectangle,low,none,177.0,0.946524064171123
94,93,rectangle,low,none,117.0,0.9
94,36,rectangle,low,none,109.0,0.8384615384615385
94,181,rectangle,low,none,121.0,0.9307692307692308
94,30,rectangle,low,none,140.0,0.958904109589041
94,204,rectangle,low,none,121.0,0.9307692307692308
94,110,rectangle,low,none,141.0,0.9724137931034482
94,28,rectangle,low,none,254.0,0.910394265232975
94,201,rectangle,low,none,110.0,0.8461538461538461
94,163,rectangle,low,none,144.0,0.9056603773584906
94,96,rectangle,low,none,200.0,0.8968609865470852
79,189,rectangle,low,none,232.0,0.8787878787878788
94,38,rectangle,low,none,194.0,0.8940092165898618
94,189,rectangle,low,none,174.0,0.9720670391061452
99,93,rectangle,low,none,163.0,0.9421965317919075
99,12,rectangle,low,none,160.0,0.9248554913294798
99,3,rectangle,low,none,152.0,0.8786127167630058
99,36,rectangle,low,none,152.0,0.8786127167630058
79,211,rectangle,low,none,258.0,0.8716216216216216
79,154,rectangle,low,none,310.0,0.8806818181818182
94,154,rectangle,low,none,302.0,0.8579545454545454
94,211,rectangle,low,none,262.0,0.8851351351351351
