exp_a,exp_b,stimulus,expertise_a,expertise_b,Shape,Direction,Length,Position,Duration,source_file
73,154,vehicle,medium,none,0.9922607739541376,0.6877501541587179,0.9903706580177386,0.9149756244248431,0.6899038461538461,Java_medium_Java_none_results.csv
73,196,vehicle,medium,none,0.9911370008771676,0.7171179193237273,0.989272969775818,0.9146596203941644,0.7272727272727273,Java_medium_Java_none_results.csv
75,12,vehicle,medium,none,0.9910424762349332,0.7331655083244948,0.987290654960303,0.8939104951637881,0.6619047619047618,Java_medium_Java_none_results.csv
81,110,vehicle,medium,none,0.9929834108604252,0.694673789433719,0.9897716868273986,0.9453125183308524,0.6909090909090909,Java_medium_Java_none_results.csv
81,204,vehicle,medium,none,0.9882817588139916,0.6192070511876488,0.981035459576478,0.84147984872361,0.72,Java_medium_Java_none_results.csv
81,201,vehicle,medium,none,0.9912802616692906,0.6629452791181079,0.9853260151399916,0.914455697693358,0.653846153846154,Java_medium_Java_none_results.csv
81,189,vehicle,medium,none,0.9915177396997334,0.6787985430450136,0.988725877181288,0.9231008248653196,0.625,Java_medium_Java_none_results.csv
81,216,vehicle,medium,none,0.9895695915270032,0.6974770937201944,0.9850090747111104,0.9227867798025148,0.6666666666666667,Java_medium_Java_none_results.csv
81,106,vehicle,medium,none,0.9899604656046118,0.721499979501036,0.9856997602787768,0.89788101179315,0.6818181818181819,Java_medium_Java_none_results.csv
81,181,vehicle,medium,none,0.9916215428068528,0.7117314867883355,0.9875830034922454,0.91233102877466,0.6774193548387097,Java_medium_Java_none_results.csv
81,163,vehicle,medium,none,0.9908668692310288,0.7216362030311088,0.9871767293896936,0.9154127712149084,0.6341463414634145,Java_medium_Java_none_results.csv
81,116,vehicle,medium,none,0.9917230436751516,0.7713987402636757,0.9892066106811048,0.9129447584946294,0.6603773584905661,Java_medium_Java_none_results.csv
81,96,vehicle,medium,none,0.9914344139899868,0.6973465460645796,0.9881851063126902,0.9342909104045266,0.6428571428571428,Java_medium_Java_none_results.csv
